id,城市,市区,标题,户型,面积,面积数值,方位,楼层,时间,所属小区,所属区域,房源链接,总价,总价数值,均价,均价数值,房龄
10428,fuzhou,仓山,  属性近地铁南北通透，全新装修未入住家电家俱全新凤凰层,4 室 2 厅 2 卫,116.75㎡,116.75,南北,高层(共9层),2005年建造,吉元小区(一区),仓山 金山大道 洪湾中路14号,https://fz.anjuke.com/prop/view/S4514796440577032?auction=221&hpType=27&entry=102&position=11&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_11&from=from_esf_List_screen&index=11,198万,198.00,16960元/㎡,16960.00,10年以上
10429,fuzhou,鼓楼,白马乌山 光禄新坊二房269万,2 室 2 厅 1 卫,82.66㎡,82.66,南,中层(共8层),1998年建造,光禄新坊,鼓楼 东街 通湖路280号,https://fz.anjuke.com/prop/view/S3843874640634883?auction=221&hpType=27&entry=102&position=12&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_12&from=from_esf_List_screen&index=12,269万,269.00,32543元/㎡,32543.00,10年以上
10430,fuzhou,鼓楼,省体 江厝路 省直湖前 电梯精装三房 端头户型 南北通透,3 室 2 厅 1 卫,96.49㎡,96.49,南北,中层(共8层),1998年建造,省直机关湖前住宅区,鼓楼 湖前 江厝路70号,https://fz.anjuke.com/prop/view/S4176497524468743?auction=221&hpType=27&entry=102&position=13&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_13&from=from_esf_List_screen&index=13,178万,178.00,18448元/㎡,18448.00,10年以上
10431,fuzhou,仓山,香江红海园二期 近地铁 商品住宅 南北通透 出行方便 小三房,3 室 2 厅 2 卫,108.32㎡,108.32,南北,中层(共9层),2007年建造,香江红海园二期,仓山 金桔路 滨洲路150号,https://fz.anjuke.com/prop/view/S3969485775183882?auction=221&hpType=27&entry=102&position=14&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_14&from=from_esf_List_screen&index=14,248万,248.00,22896元/㎡,22896.00,10年以上
10432,fuzhou,鼓楼,五一广场 家春秋公寓三房368万,3 室 2 厅 2 卫,120.79㎡,120.79,南北,中层(共8层),2003年建造,家春秋公寓,鼓楼 福新路 六一北路566号,https://fz.anjuke.com/prop/view/S3434328083850243?auction=221&hpType=27&entry=102&position=15&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_15&from=from_esf_List_screen&index=15,368万,368.00,30467元/㎡,30467.00,10年以上
10433,fuzhou,鼓楼,五四温泉 永安新村三房316万,3 室 2 厅 2 卫,104.2㎡,104.20,南北,中层(共8层),1998年建造,永安新村,鼓楼 温泉 永安街2号,https://fz.anjuke.com/prop/view/S4013701141323785?auction=221&hpType=27&entry=102&position=16&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_16&from=from_esf_List_screen&index=16,316万,316.00,30327元/㎡,30327.00,10年以上
10434,fuzhou,仓山,洪湾路 近地铁 有电梯 出行方便 房龄新 刚需小三居,3 室 2 厅 1 卫,84.51㎡,84.51,南北,低层(共20层),2015年建造,橡树湾橡府,仓山 洪湾路 花溪南路39号,https://fz.anjuke.com/prop/view/S4609575064853506?auction=221&hpType=27&entry=102&position=17&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_17&from=from_esf_List_screen&index=17,145万,145.00,17158元/㎡,17158.00,10年以上
10435,fuzhou,晋安,双卫格局 临地铁 近医院 有电梯 购物方便 满二,3 室 2 厅 2 卫,129.67㎡,129.67,南,低层(共14层),2008年建造,北尚B区,晋安 五四北 秀山路318号,https://fz.anjuke.com/prop/view/S3206962226782218?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_18&from=from_esf_List_screen&index=18,200万,200.00,15424元/㎡,15424.00,10年以上
10436,fuzhou,仓山,满二 双卫生间 出行方便 医疗配套成熟 正规商品房 临地铁,3 室 2 厅 2 卫,111.48㎡,111.48,南北,低层(共6层),2004年建造,香江明珠,仓山 闽江大道 闽江大道128号,https://fz.anjuke.com/prop/view/S4384538968415240?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_19&from=from_esf_List_screen&index=19,204万,204.00,18300元/㎡,18300.00,10年以上
10437,fuzhou,鼓楼,湖前省体旁，豪成花园，新出三房！钱塘小屏北分校，免接送,3 室 2 厅 2 卫,94.84㎡,94.84,南北,低层(共7层),1998年建造,豪成花园,鼓楼 省体中心 湖前路86号,https://fz.anjuke.com/prop/view/S4568615490264074?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_20&from=from_esf_List_screen&index=20,198万,198.00,20878元/㎡,20878.00,10年以上
10438,fuzhou,仓山,新。近仓小  时代，工商局宿舍，框架结构，温馨3房，一梯两户,3 室 2 厅 1 卫,103.3㎡,103.30,东南,中层(共8层),2002年建造,工商宿舍,仓山 上三路 透湖路4号,https://fz.anjuke.com/prop/view/S3201327200281612?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_21&from=from_esf_List_screen&index=21,188万,188.00,18200元/㎡,18200.00,10年以上
10439,fuzhou,仓山,近地铁 医疗配套成熟 大三房 满二 交通便利 商业配套成熟,3 室 2 厅 1 卫,91.59㎡,91.59,南北,高层(共25层),2013年建造,福晟钱隆金山,仓山 浦上大道 冠浦路6号,https://fz.anjuke.com/prop/view/S4541908172807177?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_22&from=from_esf_List_screen&index=22,160万,160.00,17470元/㎡,17470.00,10年以上
10440,fuzhou,晋安,近地铁 正南朝向 交通便捷 电梯房 医疗配套成熟 动静分离,2 室 2 厅 1 卫,75.74㎡,75.74,南,低层(共18层),2009年建造,登云佳园(南区),晋安 东二环 登云支路11号,https://fz.anjuke.com/prop/view/S4585155230473223?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_23&from=from_esf_List_screen&index=23,180万,180.00,23766元/㎡,23766.00,10年以上
10441,fuzhou,鼓楼,鼓楼左海旁，丞相坊小区，电梯大3房，婚房精装修，可现买现住,3 室 2 厅 1 卫,90㎡,90.00,南北,高层(共18层),2010年建造,丞相坊小区,鼓楼 软件园 丞相路56号,https://fz.anjuke.com/prop/view/S3037286017359882?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_24&from=from_esf_List_screen&index=24,209万,209.00,23223元/㎡,23223.00,10年以上
10442,fuzhou,鼓楼,东门地铁口，2013年品质社区，御泉万景，纯毛坯装修自由设计,3 室 2 厅 2 卫,93㎡,93.00,南北,低层(共17层),2012年建造,御泉万景,鼓楼 六一北路 东城边街16号,https://fz.anjuke.com/prop/view/S3490703250415618?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_25&from=from_esf_List_screen&index=25,302万,302.00,32474元/㎡,32474.00,10年以上
10443,fuzhou,晋安,东泰禾 保利香槟国际三房300万,3 室 2 厅 2 卫,114.98㎡,114.98,西南,高层(共36层),2016年建造,保利香槟国际,晋安 东二环 桂溪路11号,https://fz.anjuke.com/prop/view/S4424415723824138?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_26&from=from_esf_List_screen&index=26,300万,300.00,26092元/㎡,26092.00,10年以上
10444,fuzhou,晋安,斗门茶园 茂林大楼三房175万,3 室 2 厅 2 卫,114.11㎡,114.11,南北,高层(共8层),1999年建造,茂林大楼,晋安 火车站 东浦路59号,https://fz.anjuke.com/prop/view/S3844008949276679?auction=221&hpType=27&entry=102&position=27&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_27&from=from_esf_List_screen&index=27,175万,175.00,15337元/㎡,15337.00,10年以上
10445,fuzhou,仓山,杉林悦榕公馆 双卫 大两房 商业配套成熟 近医院 楼龄新,2 室 2 厅 2 卫,80.66㎡,80.66,南北,中层(共31层),2016年建造,杉林悦榕公馆,仓山 仓山万达 亭头路256号,https://fz.anjuke.com/prop/view/S2574076190941194?auction=221&hpType=27&entry=102&position=28&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_28&from=from_esf_List_screen&index=28,180万,180.00,22316元/㎡,22316.00,10年以上
10446,fuzhou,仓山,急售！！三叉街地铁口 电梯高层精装三房 端头户型 出价就卖,3 室 2 厅 2 卫,106.37㎡,106.37,南北,高层(共15层),2016年建造,东升新城一区,仓山 三叉街 上三路254-1号,https://fz.anjuke.com/prop/view/S4614125832954886?auction=221&hpType=27&entry=102&position=29&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_29&from=from_esf_List_screen&index=29,210万,210.00,19743元/㎡,19743.00,10年以上
10447,fuzhou,鼓楼,交通便利 楼层好 正南朝向 精装好房 购物方便 产权清晰,2 室 1 厅 2 卫,65㎡,65.00,南,中层(共8层),1997年建造,澳门新村,"鼓楼 乌山路 桂枝里22号,澳门路37号",https://fz.anjuke.com/prop/view/S4175302424535041?auction=221&hpType=27&entry=102&position=30&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_30&from=from_esf_List_screen&index=30,155万,155.00,23847元/㎡,23847.00,10年以上
10448,fuzhou,鼓楼,西江滨苏宁华润万象商圈05年商品房南北双阳台首付29万融侨小,3 室 2 厅 2 卫,110.6㎡,110.60,南北,高层(共6层),2002年建造,中茵花城,鼓楼 黎明 工业路403号,https://fz.anjuke.com/prop/view/S3965581541400591?auction=221&hpType=27&entry=102&position=31&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_31&from=from_esf_List_screen&index=31,196万,196.00,17722元/㎡,17722.00,10年以上
10449,fuzhou,仓山,近施程，商品房社区，标准三房两卫，电梯中层，急售价格好谈,3 室 2 厅 2 卫,108.95㎡,108.95,南,中层(共17层),2012年建造,滨海嘉年华B1区,仓山 上三路 程厝路25号,https://fz.anjuke.com/prop/view/S4180429456202763?auction=221&hpType=27&entry=102&position=32&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_32&from=from_esf_List_screen&index=32,228万,228.00,20928元/㎡,20928.00,10年以上
10450,fuzhou,鼓楼,满二 装修好 有电梯 楼层好 近地铁 南北通透,2 室 1 厅 1 卫,76.15㎡,76.15,南北,中层(共30层),2005年建造,凤湖新城二区,鼓楼 黎明 双下路36号,https://fz.anjuke.com/prop/view/S4612140588669954?auction=221&hpType=27&entry=102&position=33&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_33&from=from_esf_List_screen&index=33,173万,173.00,22719元/㎡,22719.00,10年以上
10451,fuzhou,鼓楼,中山小十九中 框架 阳光好 楼层好 闹中取静 七星井新村,2 室 1 厅 1 卫,62㎡,62.00,南,中层(共8层),1999年建造,七星井新村,"鼓楼 东街 龙山支巷15号,井大路198号,龙山巷28号",https://fz.anjuke.com/prop/view/S4567294350777356?auction=221&hpType=27&entry=102&position=34&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_34&from=from_esf_List_screen&index=34,153万,153.00,24678元/㎡,24678.00,10年以上
10452,fuzhou,台江,同心花园 3室1厅1卫,3 室 1 厅 1 卫,92.88㎡,92.88,南北,中层(共8层),2002年建造,同心花园,台江 福四中 河下街1号,https://fz.anjuke.com/prop/view/S3951066380479489?auction=221&hpType=27&entry=102&position=35&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_35&from=from_esf_List_screen&index=35,166万,166.00,17873元/㎡,17873.00,10年以上
10453,fuzhou,仓山,捡  ，泰禾红峪高层四房 精装修 视好 端头户型,4 室 2 厅 2 卫,131.33㎡,131.33,西南,高层(共26层),2013年建造,泰禾红峪,仓山 浦上大道 浦上大道418号,https://fz.anjuke.com/prop/view/S3972340682005509?auction=221&hpType=27&entry=102&position=36&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_36&from=from_esf_List_screen&index=36,228万,228.00,17361元/㎡,17361.00,10年以上
10454,fuzhou,仓山,莱茵城 双卫生间 产权清晰 近医院 商业配套成熟 精装修,3 室 2 厅 2 卫,90.43㎡,90.43,南,中层(共10层),2008年建造,莱茵城,仓山 三叉街 东园路10号,https://fz.anjuke.com/prop/view/S3924228197690372?auction=221&hpType=27&entry=102&position=37&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_37&from=from_esf_List_screen&index=37,188万,188.00,20790元/㎡,20790.00,10年以上
10455,fuzhou,晋安,斗门茶园 洋下花园三房,3 室 2 厅 1 卫,73.65㎡,73.65,西南,中层(共8层),2000年建造,洋下花园,晋安 塔头 六一北路225号,https://fz.anjuke.com/prop/view/S3254953155125252?auction=221&hpType=27&entry=102&position=38&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_38&from=from_esf_List_screen&index=38,130万,130.00,17652元/㎡,17652.00,10年以上
10456,fuzhou,晋安,斗门茶园 罗马假日花园四房325万,4 室 2 厅 2 卫,136.5㎡,136.50,西南,中层(共7层),2003年建造,罗马假日花园,晋安 火车站 华林路245号,https://fz.anjuke.com/prop/view/S3757739661995016?auction=221&hpType=27&entry=102&position=39&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_39&from=from_esf_List_screen&index=39,325万,325.00,23810元/㎡,23810.00,10年以上
10457,fuzhou,仓山,百里挑一！金山小3房179万丨楼层好3楼丨出门50 地铁口,3 室 2 厅 2 卫,110.79㎡,110.79,南,低层(共6层),2003年建造,友兰苑,仓山 金祥路 金环路25号,https://fz.anjuke.com/prop/view/S3345272175845383?auction=221&hpType=27&entry=102&position=40&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_40&from=from_esf_List_screen&index=40,179万,179.00,16157元/㎡,16157.00,10年以上
10458,fuzhou,仓山,小公园道一号103平电梯精装大三房两卫 价50个出售恒升中心,3 室 2 厅 2 卫,103.04㎡,103.04,南北,中层(共11层),2011年建造,融信宽域,仓山 金山大道 金山大道,https://fz.anjuke.com/prop/view/S4281584126286848?auction=221&hpType=27&entry=102&position=41&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_41&from=from_esf_List_screen&index=41,178万,178.00,17275元/㎡,17275.00,10年以上
10459,fuzhou,晋安,斗门茶园 省经贸委宿舍（华林路426号）三房,3 室 2 厅 1 卫,89.62㎡,89.62,南北,高层(共8层),2000年建造,经贸委宿舍,晋安 火车站 境边路18号,https://fz.anjuke.com/prop/view/S4405049534782475?auction=221&hpType=27&entry=102&position=42&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_42&from=from_esf_List_screen&index=42,137万,137.00,15287元/㎡,15287.00,10年以上
10460,fuzhou,鼓楼,贤南公寓 医疗配套成熟 中间好楼层 近地铁 出行方便,2 室 2 厅 1 卫,64.38㎡,64.38,南,中层(共8层),1999年建造,贤南公寓,鼓楼 东街 贤南路36号,https://fz.anjuke.com/prop/view/S3482579504030731?auction=221&hpType=27&entry=102&position=43&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_43&from=from_esf_List_screen&index=43,146万,146.00,22678元/㎡,22678.00,10年以上
10461,fuzhou,鼓楼,恒力博纳广场 双卫生间 朝向好 电梯房 医疗配套成熟,3 室 2 厅 2 卫,108.54㎡,108.54,东南,低层(共21层),2015年建造,恒力博纳广场,鼓楼 省体中心 魁炉头巷21号,https://fz.anjuke.com/prop/view/S3560187155424260?auction=221&hpType=27&entry=102&position=44&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_44&from=from_esf_List_screen&index=44,228万,228.00,21007元/㎡,21007.00,10年以上
10462,fuzhou,晋安,北尚B区 购物方便 停车方便 临地铁 朝向好 商品住宅,3 室 2 厅 2 卫,117.04㎡,117.04,东南,低层(共14层),2008年建造,北尚B区,晋安 五四北 秀山路318号,https://fz.anjuke.com/prop/view/S4389909535138822?auction=221&hpType=27&entry=102&position=45&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_45&from=from_esf_List_screen&index=45,230万,230.00,19652元/㎡,19652.00,10年以上
10463,fuzhou,仓山,采菊苑 交通便利 刚需小三居 近地铁 近医院 中间楼层采光好,3 室 2 厅 1 卫,91.04㎡,91.04,南,中层(共7层),2002年建造,采菊苑,仓山 金祥路 金环路2号,https://fz.anjuke.com/prop/view/S3846750394310662?auction=221&hpType=27&entry=102&position=46&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_46&from=from_esf_List_screen&index=46,210万,210.00,23067元/㎡,23067.00,10年以上
10464,fuzhou,仓山,电梯房 刚需小三居 交通便捷 临地铁 商品住宅,2 室 2 厅 1 卫,82㎡,82.00,南北,高层(共18层),2013年建造,福晟钱隆金山,仓山 浦上大道 冠浦路6号,https://fz.anjuke.com/prop/view/S4610684276907019?auction=221&hpType=27&entry=102&position=47&kwtype=filter&now_time=1782181002&spread=filtersearch_c&epauction=&stats_key=3d297911-d611-483a-9c19-376db97eef74_47&from=from_esf_List_screen&index=47,139万,139.00,16952元/㎡,16952.00,10年以上
